SPEC_ID,NAME,RA,DEC,Z,Z_HELIO,Quality
68141,g1338509-235920,204.7120417,-23.98880556,0.031787,0.031846,4
68142,g1341478-233630,205.4491667,-23.60822222,0.037514,0.037573,4
68143,g1341508-234427,205.461875,-23.74069444,0.124106,0.124171,4
68144,g1340100-241751,205.0415417,-24.29755556,0.094389,0.094451,4
68145,g1342436-242009,205.6818333,-24.33577778,0.022439,0.022498,4
68146,g1343056-242306,205.7734167,-24.38483333,0.021979,0.022038,4
68147,g1345072-240445,206.2801667,-24.07897222,0.049128,0.049188,4
68148,g1347060-234624,206.7749167,-23.77338889,0.042526,0.042585,4
68149,g1345388-240850,206.411625,-24.14711111,0.018381,0.018439,4
68150,g1347122-242223,206.8007083,-24.37291667,0.019471,0.019529,4
68151,g1345025-243327,206.2602083,-24.55758333,0.022547,0.022605,4
68152,g1342566-244560,205.7357083,-24.76655556,0.035098,0.035157,4
68153,g1347079-244201,206.7828333,-24.70036111,0.023721,0.023779,4
68154,g1348068-244557,207.0281667,-24.76577778,0.095095,0.095158,4
68155,g1347115-245853,206.7977083,-24.98127778,0.056444,0.056505,4
68156,g1348575-245510,207.2394583,-24.91938889,0.047996,0.048056,4
68157,g1348566-250552,207.235875,-25.09783333,0.021542,0.0216,4
68158,g1346429-251050,206.6789167,-25.1805,0.042289,0.042349,4
68159,g1348211-251513,207.0879167,-25.25377778,0.129142,0.129207,4
68160,g1348542-252724,207.225875,-25.45669444,0.126162,0.126227,4
68161,g1343179-251557,205.8247083,-25.26575,0.01813,0.018188,4
68162,g1336461-240632,204.191875,-24.109,0.030647,0.030706,4
68163,g1347456-253656,206.9402083,-25.61544444,0.04186,0.041919,4
68164,g1346525-254207,206.7188333,-25.702,0.123612,0.123676,4
68165,g1347571-255705,206.9879167,-25.95133333,0.125062,0.125127,4
68166,g1340032-252828,205.0132917,-25.47472222,0.016999,0.017057,4
68167,g1344268-254537,206.1115833,-25.76038889,0.034249,0.034308,4
68168,g1337567-240732,204.48625,-24.12566667,0.030347,0.030406,4
68169,g1339040-241000,204.7665417,-24.16705556,0.031217,0.031276,4
68170,g1343218-255556,205.8409167,-25.93233333,0.026246,0.026305,4
68171,g1341461-254741,205.4421667,-25.79452778,0.026276,0.026334,4
68172,g1342092-260330,205.5382083,-26.05841667,0.047924,0.047984,4
68173,g1341580-261024,205.4917917,-26.17327778,0.109582,0.109645,4
68174,g1344037-271354,206.0155,-27.23169444,0.022547,0.022606,4
68175,g1341536-262528,205.4732083,-26.42438889,0.043334,0.043394,4
68176,g1340315-261549,205.131,-26.26361111,0.043104,0.043164,4
68177,g1338571-255045,204.738125,-25.84563889,0.008216,0.008274,4
68178,g1339327-265228,204.8864583,-26.87427778,0.119887,0.119951,3
68179,g1336370-253002,204.154125,-25.5005,0.10746,0.107523,4
68180,g1337029-260254,204.2621667,-26.04819444,0.014315,0.014373,3
68181,g1336023-255256,204.0090833,-25.88227778,0.015138,0.015196,4
68182,g1334598-335552,203.749,-33.93116667,0.013118,0.013078,4
68183,g1337462-325436,204.4424167,-32.91011111,0.024662,0.024621,4
68184,g1337343-315244,204.3927083,-31.87880556,0.038768,0.038727,4
68185,g1334495-330444,203.70625,-33.07883333,0.050422,0.05038,4
68186,g1335559-324534,203.9828333,-32.75936111,0.025041,0.025,4
68187,g1333510-331919,203.4624167,-33.322,0.048822,0.04878,4
68188,g1332055-334723,203.0227917,-33.78961111,0.029191,0.02915,4
68189,g1333015-330602,203.256375,-33.10047222,0.050041,0.05,4
68190,g1334044-322136,203.5182083,-32.36002778,0.005459,0.005419,3
68191,g1334125-325839,203.5520833,-32.97736111,0.050932,0.05089,4
